No.,StatusOrtu,Penghasilan,Status_Rumah,JMotor,Jmobil,DayaLis,KIPK
1527,1,5000000,1,2,1,3,0
1528,1,8000000,1,2,0,3,0
1529,1,9000000,1,2,0,2,0
1530,1,5800000,1,2,0,2,0
1531,1,2250000,1,2,0,3,1
1532,1,5000000,1,3,0,2,0
1533,2,7000000,1,3,0,3,0
1534,1,2100000,1,3,0,2,0
1535,1,10000000,0,2,0,3,0
1536,1,6000000,1,1,1,2,0
1537,1,6000000,1,3,0,3,0
1538,1,2500000,1,2,0,1,0
1539,1,10000000,1,2,2,2,0
1540,1,1000000,1,2,2,1,0
1541,1,6500000,1,2,1,3,0
1542,1,1800000,0,0,0,1,0
1543,1,0,1,2,0,2,0
1544,1,4500000,1,0,2,2,0
1545,1,0,1,2,1,3,0
1546,1,4000000,1,2,0,2,0
1547,1,7000000,0,3,0,2,0
1548,1,3500000,1,3,0,3,0
1549,1,6000000,1,2,1,3,0
1550,1,1500000,0,1,0,1,1
1551,1,3250000,1,2,0,2,0
1552,1,3500000,1,2,0,2,1
1553,1,3500000,1,2,0,3,0
1554,1,1500500,1,2,0,1,0
1555,1,6500000,1,2,0,2,0
1556,1,4000000,1,0,1,3,0
1557,1,1500000,1,2,0,2,0
1558,2,900000,0,2,0,1,0
1559,1,3600000,1,0,2,2,0
1560,1,4000000,1,1,1,2,0
1561,1,1000000,1,2,0,2,0
1562,1,2500000,1,3,0,1,0
1563,1,1000000,1,1,0,1,0
1564,1,3250000,1,3,0,2,0
1565,1,3000000,0,2,0,2,0
1566,1,6300000,1,2,1,2,0
1567,1,3000000,0,1,0,1,0
1568,1,600000,1,3,1,1,0
1569,1,8000000,0,1,0,3,0
1570,1,8000000,1,2,0,1,0
1571,1,17700000,1,2,1,3,0
1572,1,10000000,1,3,1,3,0
1573,1,5000000,1,3,0,2,0
1574,1,6000000,1,2,0,2,0
1575,1,4000000,1,2,0,2,0
1576,1,3000000,1,1,0,2,0
1577,1,2500000,0,2,0,2,0
1578,1,7400000,1,2,1,3,0
1579,1,3500000,0,3,1,3,0
1580,1,4000000,1,2,1,2,0
1581,1,4300000,0,2,0,3,0
1582,1,5000000,1,2,1,3,0
1583,1,2000000,1,2,1,3,0
1584,1,3000000,0,1,1,3,0
1585,1,4000000,0,3,0,2,1
1586,1,4500000,1,2,1,1,0
1587,1,7500000,1,3,1,3,0
1588,1,3000000,1,5,1,2,0
1589,1,3000000,1,2,1,2,0
1590,1,5000000,1,1,1,2,0
1591,1,4000000,1,2,1,2,0
1592,1,8500000,1,2,0,2,0
1593,1,4000000,1,2,1,1,0
1594,2,4000000,1,2,0,2,0
1595,1,6500000,1,2,0,3,0
1596,1,2000000,1,1,0,2,0
1597,4,5000000,1,2,0,2,0
1598,1,6500000,1,2,1,2,0
1599,2,4500000,1,1,0,1,0
1600,1,9000000,1,1,1,3,0
1601,1,1500000,1,2,0,1,0
1602,2,4000000,1,2,0,2,0
1603,1,5300000,1,2,0,3,0
1604,1,3000000,0,3,0,2,0
1605,1,4400000,1,3,0,2,0
1606,1,0,0,0,0,1,0
1607,1,5300000,1,2,0,2,0
1608,1,7000000,1,4,1,3,0
1609,1,4000000,1,1,0,2,0
1610,1,5000000,0,3,0,2,0
1611,2,2500000,1,2,0,2,0
1612,1,900000,1,3,1,2,0
1613,1,5000000,0,2,0,1,0
1614,1,8000000,1,3,0,2,0
